CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,BalanceSalaryRatio,AgeTenureRatio
-0.3262214220367463,0,0.2935174228967471,2,-1.2258476714090278,1,1,1,0.021886493995386117,1,False,False,-1.1995927909920712,0.09783914096558237
-0.4400359548576657,0,0.1981638321954454,1,0.11735002143511059,1,0,1,0.21653375188734025,0,False,True,0.09646261047262587,0.0990819160977227
-1.536794180222889,0,0.2935174228967471,8,1.3330533457228904,3,1,0,0.24068690006348814,1,False,False,1.0744478285816315,0.032613046988527454
0.5015206348426676,0,0.0074566507928420294,1,-1.2258476714090278,2,0,0,-0.10891791702847127,0,False,False,-1.375684344725171,0.0037283253964210147
2.063883767202561,0,0.38887101359804876,2,0.7857278997960591,1,1,1,-0.36527578251440274,0,False,True,1.2379043971390429,0.1296236711993496
-0.05720525355093678,1,0.48422460429935044,8,0.5973285944410414,2,1,0,0.8636502870218095,1,False,True,0.32051538778533245,0.053802733811038936
1.7741740472947665,1,1.0563461485071606,7,-1.2258476714090278,2,1,1,-1.5654872211931183,0,False,False,2.167772542804095,0.13204326856339507
-2.840487919807966,0,-0.9460792562201749,4,0.6180189508533646,4,1,0,0.33485372981012046,1,True,False,0.46298627111846646,-0.18921585124403498
-1.5471409559338818,1,0.48422460429935044,4,1.0508202865849028,2,0,1,-0.4373288460949081,0,False,False,1.86755670570976,0.09684492085987009
0.3463189991777775,1,-1.1367864376227783,2,0.9314633619936777,1,1,1,-0.49323048409247083,0,False,False,1.8380414226881852,-0.3789288125409261
-1.2677780117370796,1,-0.7553720748175714,6,0.409185402285092,2,0,0,-0.34619970089236274,0,False,False,0.6258568600283348,-0.1079102964025102
-1.5885280587778525,1,-1.4228472097266833,3,-1.2258476714090278,2,1,0,-0.412123315592307,0,False,True,-2.0852122629155017,-0.35571180243167083
-1.8058103487086987,0,-0.4693113027136664,10,-1.2258476714090278,2,1,0,-1.283817056739873,0,False,False,4.319147289771786,-0.04266466388306058
-1.0504957218062334,0,-1.3274936190253817,5,-1.2258476714090278,2,0,0,1.5783569986897874,0,False,False,-0.47543752553736823,-0.22124893650423028
-0.1606730106608635,0,-0.3739577120123647,7,-1.2258476714090278,2,1,1,-0.5936359656444845,0,False,True,-3.0166244248293173,-0.04674471400154559
-0.3572617491697243,1,0.5795781950006521,3,1.0681029591182611,2,0,1,-0.6218824846013182,0,True,False,2.8247910123710307,0.14489454875016303
0.025568952137004615,1,1.8191748741175742,1,0.8993931172292712,1,1,0,-1.651825870574206,1,True,False,-1.3798058006457745,0.9095874370587871
-1.0504957218062334,0,-1.4228472097266833,9,-1.2258476714090278,2,1,1,-1.4899561835690913,0,False,True,2.5019536695696476,-0.14228472097266834
-0.6573182447885119,1,0.5795781950006521,6,-1.2258476714090278,1,0,0,1.0189010247747559,0,False,True,-0.6071856204767605,0.08279688500009316
0.7808835790394698,0,-1.4228472097266833,6,-1.2258476714090278,2,1,1,-0.7888730584424746,0,False,False,-5.806211478107464,-0.2032638871038119
0.8429642333054258,1,0.1981638321954454,8,-1.2258476714090278,2,1,1,1.2310704831801604,0,False,False,-0.5494437224868434,0.02201820357727171
-0.15032623494987085,0,-0.6600184841162697,8,-1.2258476714090278,2,1,0,0.6688717421740601,0,False,True,-0.7345367774111272,-0.07333538712402997
-1.4540199745349478,0,-0.08789693990845966,4,-1.2258476714090278,1,1,0,0.32731820632749364,1,False,True,-0.9235522164656952,-0.01757938798169193
0.19111736351288738,1,0.6749317857019538,3,-1.2258476714090278,2,0,1,-1.5928757668520803,0,False,False,2.0676299149782436,0.16873294642548844
2.0224966643585907,0,-0.08789693990845966,5,-1.2258476714090278,1,1,1,1.5219882921316075,0,False,False,-0.48606398183273497,-0.014649489984743276
-0.7607860018984386,1,-1.3274936190253817,3,-1.2258476714090278,2,0,1,0.42460549226186645,0,False,False,-0.8604822023132397,-0.3318734047563454
1.09128685036925,1,-0.27860412131106305,2,0.9669114802146295,1,1,1,1.2163903409521621,0,True,False,0.43625505054278657,-0.09286804043702102
-0.8228666561643946,1,0.48422460429935044,9,-1.2258476714090278,2,0,0,-1.0721517054667205,0,False,False,16.989864113114315,0.048422460429935046
-0.7918263290314166,0,0.38887101359804876,3,1.0395750259469725,1,1,1,0.001690039053891126,0,True,False,1.0378210678114201,0.09721775339951219
-2.4783507699232223,1,-0.9460792562201749,0,-0.2690746311079832,2,1,1,-0.8104496783748915,0,False,False,-1.4195419390538273,-0.9460792562201749
-0.6159311419445411,0,0.0074566507928420294,3,-1.2258476714090278,3,1,0,0.7021528985231289,1,False,True,-0.7201748282851871,0.0018641626982105074
-1.2160441331821163,1,-0.27860412131106305,7,0.14145222877469335,1,0,1,0.9849420451757676,0,False,False,0.07126264926398276,-0.03482551516388288
-1.0091086189622627,1,0.1981638321954454,9,0.5389379904752859,2,0,0,-0.31633078816391447,0,True,False,0.7883022683263672,0.01981638321954454
-1.350552217425021,0,0.2935174228967471,6,-1.2258476714090278,2,1,1,-1.1421041777545031,0,False,True,8.626401354130365,0.04193106041382101
0.7394964761954991,0,-0.9460792562201749,9,-1.2258476714090278,2,1,1,0.7293439051333712,0,False,True,-0.7088512977495286,-0.09460792562201749
-1.8161571244196912,0,0.5795781950006521,0,0.9260167093296419,1,1,0,-1.2566552636509198,1,False,False,-3.6080176036799667,0.5795781950006521
-1.6609554887548013,1,-0.7553720748175714,3,1.1022538431506914,1,0,1,0.2430378929672636,0,False,True,0.8867419484047219,-0.18884301870439285
1.5879320844968983,1,-0.5646648934149681,7,0.00100507140589216,1,0,1,-0.028462140497060744,0,False,True,0.0010345159440378136,-0.07058311167687101
2.063883767202561,1,-0.27860412131106305,7,-1.2258476714090278,1,1,1,-1.030773708690248,0,False,False,39.83425214515962,-0.03482551516388288
-0.7090521233434752,1,0.1981638321954454,6,-0.09834889947063385,2,0,1,1.3560603601273575,0,True,False,-0.04174294561168101,0.028309118885063628
-1.8471974515526692,1,0.10281024149414371,4,-1.2258476714090278,1,1,0,-0.5205574726887156,0,False,True,-2.556818808468215,0.020562048298828742
-1.919624881529618,0,1.1516997392084622,8,0.7378308850642105,1,0,0,1.4121157168917053,1,False,False,0.305885360265797,0.12796663768982913
-0.9780682918292848,0,2.105235646221479,2,0.6560450295292659,1,1,1,-0.10322823597732225,0,False,False,0.7315629860895974,0.7017452154071596
1.8983353558266787,0,0.9609925578058589,2,0.8800272410904766,1,0,0,1.6393570917124016,1,False,False,0.3334248495036037,0.320330852601953
0.09799638211395333,0,2.105235646221479,5,1.2732771981989726,1,1,1,1.0128771271288544,0,False,True,0.6325657840899414,0.3508726077035798
1.2982223645891036,0,-0.6600184841162697,4,0.5278566871606641,2,1,1,0.45954295093404635,0,True,False,0.361658892479223,-0.13200369682325394
1.8466014772717152,0,-1.1367864376227783,9,0.5699204753635505,1,1,1,0.3411368974574667,1,True,False,0.42495324410506363,-0.11367864376227783
-0.13997945923887817,0,0.0074566507928420294,9,0.983389912427009,1,1,1,0.3048737013667674,1,True,False,0.7536284250322266,0.000745665079284203
-1.040148946095241,1,-0.08789693990845966,2,0.431217227706301,1,0,1,-0.16018938579165296,0,True,False,0.5134696089936786,-0.029298979969486553
1.2982223645891036,0,-0.18325053060976135,2,0.4372729105057929,2,1,0,1.6347204885477364,0,True,False,0.16596557866630426,-0.06108351020325378
0.49117385913167494,1,0.48422460429935044,10,0.6391207231492967,2,1,0,1.7035816271473465,0,True,False,0.23639779052044296,0.044020418572668224
-0.6780117962104972,1,-0.27860412131106305,5,1.1149271191851775,2,0,0,-0.23763234405007433,0,True,False,1.4624533326980609,-0.04643402021851051
1.4223836731210155,0,-0.5646648934149681,5,-1.2258476714090278,2,0,0,0.2936645775819838,0,False,False,-0.9475776740368713,-0.09411081556916134
0.04626250355898996,1,0.1981638321954454,8,0.7865476864126004,1,0,0,1.1120387734559636,1,True,False,0.3724115751556775,0.02201820357727171
-0.5124633848346144,1,0.2935174228967471,1,0.3527539521024455,1,1,0,-1.0446525657628767,1,True,False,-7.899970496112422,0.14675871144837355
-0.3262214220367463,1,0.38887101359804876,1,0.7809373969674327,1,1,1,0.23162583954352245,0,False,False,0.6340703254950153,0.19443550679902438
0.05660927926998263,1,0.5795781950006521,5,0.8234489825909674,1,1,0,-0.22575565652582366,0,False,False,1.063551822537057,0.09659636583344201
0.7705368033284771,1,-1.8996151632331917,0,-0.009579231263980102,1,0,0,-0.947291724355257,0,True,False,-0.18174055490915136,-1.8996151632331917
-1.443673198823955,0,2.5820035997279875,4,-1.2258476714090278,1,1,0,-1.7118972170658242,1,False,True,1.7219447443010332,0.5164007199455976
-0.3779553005917097,1,1.1516997392084622,4,-0.5737700038102944,1,1,1,-0.9270938782937008,0,False,False,-7.86998389684909,0.23033994784169246
